,om,yr,mo,dy,date,time,tz,st,stf,stn,f,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,touchdown,has_warning,has_watch,warning_time,pop_dens
2431,99,1956,4,3,1956-04-03,00:05:00,3,OK,40,12,3,3,0,4.0,0.0,34.15,-95.22,0.0,0.0,2.0,100,1,1,1,127,0,0,0,1956-04-03 06:05:00,False,False,0,3.319595820894462e-06
2433,100,1956,4,3,1956-04-03,00:10:00,3,OK,40,13,4,46,0,5.0,0.0,36.77,-94.97,37.0,-94.77,19.5,400,3,1,2,115,0,0,0,1956-04-03 06:10:00,False,False,0,2.642072939429966e-05
2434,100,1956,4,3,1956-04-03,00:13:00,3,KS,20,9,4,11,0,6.0,0.0,37.0,-94.77,37.05,-94.6,10.1,400,3,1,2,21,97,0,0,1956-04-03 06:13:00,False,False,0,8.80733800821994e-06
2436,100,1956,4,3,1956-04-03,00:50:00,3,MO,29,12,4,2,0,5.0,0.0,37.05,-94.6,37.15,-94.42,12.2,400,3,1,2,97,0,0,0,1956-04-03 06:50:00,False,False,0,4.783648742863871e-05
2441,106,1956,4,3,1956-04-03,13:45:00,3,WI,55,3,4,50,7,6.0,0.0,43.93,-88.97,44.05,-88.75,11.5,440,1,1,1,47,137,139,0,1956-04-03 19:45:00,False,False,0,3.279552869356453e-05
2445,109,1956,4,3,1956-04-03,16:00:00,3,KY,21,1,3,2,1,4.0,0.0,37.52,-87.67,37.82,-87.48,22.9,223,1,1,1,233,101,0,0,1956-04-03 22:00:00,False,False,0,2.324312197127446e-05
2448,117,1956,4,3,1956-04-03,16:40:00,3,MI,26,2,5,292,17,5.0,0.0,42.65,-86.22,43.37,-85.31,58.8,400,1,1,1,5,139,81,117,1956-04-03 22:40:00,False,False,0,5.7835532042468124e-05
2449,112,1956,4,3,1956-04-03,16:45:00,3,TN,47,6,4,60,3,6.0,0.0,35.58,-88.47,35.7,-88.32,11.6,100,1,1,1,77,0,0,0,1956-04-03 22:45:00,False,False,0,1.2749233511634306e-05
2453,116,1956,4,3,1956-04-03,17:35:00,3,MI,26,3,4,25,1,5.0,0.0,44.38,-86.26,44.96,-85.6,50.3,400,1,1,1,101,19,55,89,1956-04-03 23:35:00,False,False,0,1.4784370803248254e-05
2455,119,1956,4,3,1956-04-03,18:15:00,3,MI,26,4,3,12,0,6.0,0.0,42.27,-86.13,42.94,-85.32,60.6,200,1,1,1,159,5,15,81,1956-04-04 00:15:00,False,False,0,5.467689102248332e-05
2456,120,1956,4,3,1956-04-03,19:04:00,3,IN,18,20,3,0,0,4.0,0.0,40.98,-85.97,0.0,0.0,1.5,70,1,1,1,85,0,0,0,1956-04-04 01:04:00,False,False,0,2.39793096268549e-05
2464,128,1956,4,5,1956-04-05,15:15:00,3,TX,48,9,3,0,0,5.0,0.0,30.68,-96.37,30.68,-96.28,5.2,67,1,1,1,41,0,0,0,1956-04-05 21:15:00,False,False,0,2.531827296585307e-05
2470,134,1956,4,8,1956-04-08,22:15:00,3,OK,40,15,3,4,0,6.0,0.0,36.38,-97.9,36.4,-97.77,7.3,400,1,1,1,47,0,0,0,1956-04-09 04:15:00,False,False,0,1.92674263610309e-05
2471,135,1956,4,8,1956-04-08,22:15:00,3,OK,40,16,3,0,0,2.0,0.0,36.25,-97.67,36.28,-97.53,7.7,400,1,1,1,47,0,0,0,1956-04-09 04:15:00,False,False,0,1.92674263610309e-05
2475,139,1956,4,10,1956-04-10,17:48:00,3,FL,12,2,3,20,0,6.0,0.0,26.0,-80.23,26.07,-80.13,7.8,200,1,1,1,11,0,0,0,1956-04-10 23:48:00,False,False,0,2.6787163782349797e-05
2481,145,1956,4,15,1956-04-15,15:00:00,3,AL,1,2,4,200,25,6.0,0.0,33.5,-86.97,33.63,-86.63,21.3,200,1,1,1,73,0,0,0,1956-04-15 21:00:00,False,False,0,0.0001941941188820722
2489,153,1956,4,28,1956-04-28,01:15:00,3,NE,31,2,3,1,0,5.0,0.0,40.25,-97.38,40.48,-96.7,39.3,10,1,1,1,95,151,67,0,1956-04-28 07:15:00,False,False,0,1.0780212158301462e-05
2499,163,1956,4,29,1956-04-29,16:16:00,3,AR,5,12,3,0,0,5.0,0.0,34.55,-90.77,34.58,-90.73,3.3,50,1,1,1,107,0,0,0,1956-04-29 22:16:00,False,False,0,2.5671589303345724e-05
2505,169,1956,5,3,1956-05-03,04:40:00,3,AL,1,3,3,2,0,4.0,0.0,31.6,-86.55,31.62,-86.5,3.8,83,1,1,1,39,0,0,0,1956-05-03 10:40:00,False,False,0,1.5127378811276874e-05
2508,172,1956,5,5,1956-05-05,08:30:00,3,FL,12,3,3,1,0,5.0,0.0,30.43,-87.23,0.0,0.0,1.0,50,1,1,1,33,0,0,0,1956-05-05 14:30:00,False,False,0,6.628881243684272e-05
2531,195,1956,5,12,1956-05-12,17:25:00,3,MI,26,11,4,116,3,6.0,0.0,43.0,-83.68,42.97,-83.55,6.6,100,1,1,1,49,0,0,0,1956-05-12 23:25:00,False,False,0,0.00016424352345513688
2532,196,1956,5,12,1956-05-12,17:55:00,3,MI,26,15,4,22,0,5.0,0.0,42.25,-83.22,42.22,-83.08,6.8,400,1,1,1,163,0,0,0,1956-05-12 23:55:00,False,False,0,0.0015361543287276073
2592,256,1956,6,5,1956-06-05,18:10:00,3,ND,38,2,3,0,0,4.0,0.0,47.58,-101.2,0.0,0.0,0.1,10,1,1,1,55,0,0,0,1956-06-06 00:10:00,False,False,0,3.443114623182409e-06
2594,258,1956,6,6,1956-06-06,15:30:00,3,NE,31,10,4,0,0,4.0,0.0,40.97,-99.1,0.0,0.0,2.0,500,1,1,1,19,0,0,0,1956-06-06 21:30:00,False,False,0,1.0023935066325366e-05
2608,272,1956,6,17,1956-06-17,15:00:00,3,TX,48,29,3,0,0,3.0,0.0,33.82,-102.18,0.0,0.0,1.0,20,1,1,1,219,0,0,0,1956-06-17 21:00:00,False,False,0,8.673776050323797e-06
2614,278,1956,6,18,1956-06-18,15:15:00,3,ND,38,3,3,1,0,5.0,0.0,47.3,-101.8,47.32,-101.57,10.6,100,1,1,1,57,0,0,0,1956-06-18 21:15:00,False,False,0,3.2155523283970633e-06
2701,363,1956,7,15,1956-07-15,20:15:00,3,KS,20,42,3,0,0,5.0,0.0,39.2,-98.1,39.2,-97.97,7.1,880,1,1,1,105,0,0,0,1956-07-16 02:15:00,False,False,0,3.56532048264096e-06
2724,386,1956,7,20,1956-07-20,18:30:00,3,KS,20,45,3,0,0,5.0,0.0,38.18,-95.48,37.4,-94.68,69.5,880,1,1,1,3,1,37,0,1956-07-21 00:30:00,False,False,0,1.5882697650988582e-05
2744,406,1956,8,5,1956-08-05,00:01:00,3,OH,39,9,3,0,2,5.0,0.0,41.15,-80.7,41.12,-80.67,0.1,10,1,1,1,155,99,0,0,1956-08-05 06:01:00,False,False,0,0.0001561564010499771
2746,408,1956,8,6,1956-08-06,19:00:00,3,SD,46,10,3,0,0,4.0,0.0,43.42,-102.18,43.17,-101.73,28.3,100,1,1,1,113,7,0,0,1956-08-07 01:00:00,False,False,0,1.0675316594443193e-06
2754,416,1956,8,12,1956-08-12,16:00:00,3,IA,19,6,3,8,0,4.0,0.0,41.53,-92.75,41.58,-92.67,5.1,200,1,1,1,157,0,0,0,1956-08-12 22:00:00,False,False,0,1.276858756788016e-05
2756,418,1956,8,12,1956-08-12,23:30:00,3,IN,18,32,3,1,0,5.0,0.0,41.23,-86.25,41.08,-85.83,23.4,800,1,1,1,99,85,0,0,1956-08-13 05:30:00,False,False,0,2.4738023901188072e-05
2758,420,1956,8,13,1956-08-13,01:15:00,3,IL,17,22,3,0,0,4.0,0.0,40.7,-89.5,40.68,-89.42,3.8,27,1,1,1,179,0,0,0,1956-08-13 07:15:00,False,False,0,4.5313775360937325e-05
2775,437,1956,8,30,1956-08-30,15:25:00,3,ND,38,12,3,8,0,5.0,0.0,46.9,-96.8,46.98,-96.78,5.1,60,1,1,1,17,0,0,0,1956-08-30 21:25:00,False,False,0,1.2880083332837527e-05
2816,476,1956,10,29,1956-10-29,16:45:00,3,NE,31,31,4,2,0,5.0,0.0,40.7,-101.22,42.4,-99.48,147.7,440,1,1,1,111,113,171,9,1956-10-29 22:45:00,False,False,0,2.6378513038942993e-06
2820,480,1956,10,29,1956-10-29,19:30:00,3,NE,31,32,3,0,0,5.0,0.0,40.12,-100.12,40.68,-99.12,65.5,10,1,1,1,65,73,137,19,1956-10-30 01:30:00,False,False,0,6.657602235513694e-06
2822,482,1956,10,29,1956-10-29,20:50:00,3,KS,20,52,3,0,0,3.0,0.0,38.1,-99.48,38.32,-99.48,14.9,440,1,1,1,145,0,0,0,1956-10-30 02:50:00,False,False,0,5.651814975620437e-06
2824,484,1956,10,29,1956-10-29,21:00:00,3,KS,20,55,3,2,0,5.0,0.0,38.85,-98.62,39.23,-98.42,28.7,200,1,1,1,167,105,123,0,1956-10-30 03:00:00,False,False,0,5.0816044677858695e-06
2826,486,1956,10,29,1956-10-29,21:33:00,3,KS,20,56,3,1,0,5.0,0.0,38.37,-98.77,0.0,0.0,0.6,147,1,1,1,9,0,0,0,1956-10-30 03:33:00,False,False,0,1.2896951931517295e-05
2851,6,1957,1,22,1957-01-22,06:45:00,3,OK,40,4,4,20,10,5.0,0.0,35.4,-94.68,0.0,0.0,0.1,880,1,1,1,135,0,0,0,1957-01-22 12:45:00,False,False,0,1.1339260450543117e-05
2853,8,1957,1,22,1957-01-22,10:50:00,3,LA,22,1,3,9,3,5.0,0.0,32.6,-93.5,0.0,0.0,1.7,167,1,1,1,15,0,0,0,1957-01-22 16:50:00,False,False,0,1.8448453223453227e-05
2887,42,1957,3,20,1957-03-20,18:45:00,3,TX,48,13,3,2,0,4.0,0.0,30.27,-96.83,30.32,-96.73,7.2,10,1,1,1,287,0,0,0,1957-03-21 00:45:00,False,False,0,6.226587281427221e-06
2888,43,1957,3,20,1957-03-20,19:10:00,3,TX,48,11,3,2,0,4.0,0.0,30.32,-96.92,30.45,-96.68,16.9,1760,1,1,1,287,51,0,0,1957-03-21 01:10:00,False,False,0,6.9376218738148155e-06
2891,46,1957,3,21,1957-03-21,06:00:00,3,LA,22,2,3,2,0,4.0,0.0,29.5,-90.6,0.0,0.0,2.0,100,1,1,1,109,0,0,0,1957-03-21 12:00:00,False,False,0,1.3580802391882211e-05
2913,68,1957,4,2,1957-04-02,16:20:00,3,TX,48,27,3,4,0,5.0,0.0,33.28,-96.62,33.42,-96.58,10.7,33,1,1,1,85,181,0,0,1957-04-02 22:20:00,False,False,0,2.4410450517569748e-05
2914,69,1957,4,2,1957-04-02,16:30:00,3,TX,48,28,3,200,10,6.0,0.0,32.85,-96.83,33.1,-96.83,17.2,100,1,1,1,113,0,0,0,1957-04-02 22:30:00,False,False,0,0.00027244450204292584
2917,72,1957,4,2,1957-04-02,17:29:00,3,OK,40,8,4,6,2,6.0,0.0,34.0,-96.65,34.05,-96.58,5.2,200,1,1,1,95,0,0,0,1957-04-02 23:29:00,False,False,0,8.508022251325987e-06
2918,73,1957,4,2,1957-04-02,17:58:00,3,OK,40,9,4,3,3,5.0,0.0,33.93,-96.43,34.03,-96.37,7.9,200,1,1,1,13,0,0,0,1957-04-02 23:58:00,False,False,0,1.2379149936115044e-05
2921,76,1957,4,2,1957-04-02,18:15:00,3,TX,48,30,3,1,0,5.0,0.0,33.03,-97.55,0.0,0.0,0.1,10,1,1,1,497,0,0,0,1957-04-03 00:15:00,False,False,0,6.8906699449947845e-06
2945,100,1957,4,3,1957-04-03,12:05:00,3,AR,5,6,3,0,0,4.0,0.0,35.8,-90.92,36.03,-90.63,22.6,100,1,1,1,55,31,0,0,1957-04-03 18:05:00,False,False,0,2.3967742552042406e-05
2955,110,1957,4,4,1957-04-04,01:00:00,3,MS,28,5,3,75,1,5.0,0.0,31.88,-89.77,32.13,-89.15,40.2,167,1,1,1,127,129,61,0,1957-04-04 07:00:00,False,False,0,1.1668593889460124e-05
2957,112,1957,4,4,1957-04-04,01:15:00,3,TN,47,7,3,11,0,5.0,0.0,35.05,-88.6,35.12,-88.5,7.3,50,1,1,1,109,0,0,0,1957-04-04 07:15:00,False,False,0,1.3986811028501305e-05
2985,139,1957,4,8,1957-04-08,09:46:00,3,AL,1,5,3,0,0,5.0,0.0,34.12,-87.98,34.32,-87.12,51.4,100,1,1,1,93,133,79,0,1957-04-08 15:46:00,False,False,0,1.3708672708282277e-05
2986,140,1957,4,8,1957-04-08,10:15:00,3,AL,1,6,3,90,2,2.0,0.0,34.32,-86.98,34.47,-86.33,38.8,200,1,1,1,103,95,0,0,1957-04-08 16:15:00,False,False,0,3.304586329547461e-05
2987,141,1957,4,8,1957-04-08,10:30:00,3,AL,1,7,3,0,0,5.0,0.0,34.3,-86.6,34.38,-86.33,16.3,10,1,1,1,43,103,95,0,1957-04-08 16:30:00,False,False,0,3.0201916576782335e-05
2991,145,1957,4,8,1957-04-08,15:30:00,3,GA,13,9,3,3,1,4.0,0.0,31.85,-83.08,31.85,-82.83,14.7,400,1,1,1,271,0,0,0,1957-04-08 21:30:00,False,False,0,1.1673032763437674e-05
2994,147,1957,4,8,1957-04-08,16:00:00,3,SC,45,5,4,16,0,5.0,0.0,34.63,-80.58,34.73,-79.62,55.5,150,2,1,2,57,25,69,0,1957-04-08 22:00:00,False,False,0,2.219415941801797e-05
2998,147,1957,4,8,1957-04-08,18:30:00,3,NC,37,5,4,54,4,5.0,0.0,34.73,-79.62,34.95,-78.5,65.9,150,2,1,2,165,155,51,163,1957-04-09 00:30:00,False,False,0,3.502277971930318e-05
2999,151,1957,4,8,1957-04-08,19:00:00,3,NC,37,6,4,21,0,5.0,0.0,34.68,-79.2,0.0,0.0,0.8,150,1,1,1,155,0,0,0,1957-04-09 01:00:00,False,False,0,3.570065379144329e-05
3000,152,1957,4,8,1957-04-08,20:00:00,3,NC,37,7,3,29,0,5.0,0.0,34.83,-78.08,0.0,0.0,8.0,150,1,1,1,61,0,0,0,1957-04-09 02:00:00,False,False,0,1.942953008468623e-05
3005,157,1957,4,18,1957-04-18,16:20:00,3,TX,48,45,3,0,0,3.0,0.0,33.7,-96.73,0.0,0.0,1.0,17,1,1,1,181,0,0,0,1957-04-18 22:20:00,False,False,0,2.9167402144964553e-05
3018,170,1957,4,19,1957-04-19,15:30:00,3,WI,55,2,4,0,1,4.0,0.0,43.87,-90.18,44.17,-90.08,21.1,300,1,1,1,57,0,0,0,1957-04-19 21:30:00,False,False,0,9.53015268872325e-06
3025,177,1957,4,19,1957-04-19,20:15:00,3,WI,55,6,3,0,0,5.0,0.0,43.73,-90.43,43.83,-90.3,9.0,400,1,1,1,81,0,0,0,1957-04-20 02:15:00,False,False,0,1.3449646788606215e-05
3039,191,1957,4,21,1957-04-21,17:45:00,3,TX,48,54,4,7,0,6.0,0.0,33.6,-102.3,34.02,-102.38,29.2,880,1,1,1,219,279,0,0,1957-04-21 23:45:00,False,False,0,8.109341958204374e-06
3040,192,1957,4,21,1957-04-21,18:00:00,3,TX,48,55,4,6,0,6.0,0.0,33.43,-101.63,33.58,-101.83,15.5,100,1,1,1,303,0,0,0,1957-04-22 00:00:00,False,False,0,4.3562847905937784e-05
3067,219,1957,4,22,1957-04-22,20:00:00,3,OK,40,32,3,1,0,5.0,0.0,35.1,-98.6,0.0,0.0,1.0,200,1,1,1,15,0,0,0,1957-04-23 02:00:00,False,False,0,1.0545334119690116e-05
3081,233,1957,4,24,1957-04-24,14:20:00,3,TX,48,71,3,1,0,5.0,0.0,30.27,-97.37,30.43,-97.23,14.7,880,1,1,1,21,491,0,0,1957-04-24 20:20:00,False,False,0,1.1252354795056978e-05
3095,247,1957,4,25,1957-04-25,18:00:00,3,NE,31,8,4,8,1,6.0,0.0,40.58,-97.57,41.18,-96.03,89.8,333,1,1,1,59,151,159,109,1957-04-26 00:00:00,False,False,0,2.362660319692135e-05
3097,249,1957,4,25,1957-04-25,19:00:00,3,NE,31,9,3,0,0,5.0,0.0,40.37,-97.95,40.65,-97.4,34.7,220,1,1,1,35,59,0,0,1957-04-26 01:00:00,False,False,0,6.159952379578099e-06
3102,254,1957,4,25,1957-04-25,23:59:00,3,AR,5,11,3,0,0,0.0,0.0,35.8,-90.7,0.0,0.0,0.5,313,1,1,1,31,0,0,0,1957-04-26 05:59:00,False,False,0,2.7632370886002712e-05
3106,258,1957,4,26,1957-04-26,07:15:00,3,TX,48,86,3,0,0,4.0,0.0,32.38,-94.9,0.0,0.0,1.0,10,1,1,1,183,401,0,0,1957-04-26 13:15:00,False,False,0,3.340977685005218e-05
3108,260,1957,4,26,1957-04-26,09:30:00,3,TX,48,87,3,0,0,4.0,0.0,32.48,-94.72,32.35,-94.9,14.2,50,1,1,1,183,0,0,0,1957-04-26 15:30:00,False,False,0,8.65408575241999e-05
3156,308,1957,5,13,1957-05-13,11:45:00,3,AR,5,16,3,0,0,5.0,0.0,34.22,-93.0,34.37,-92.82,14.7,880,1,1,1,59,0,0,0,1957-05-13 17:45:00,False,False,0,1.3920835083413971e-05
3159,311,1957,5,13,1957-05-13,12:50:00,3,AR,5,17,3,18,1,5.0,0.0,35.07,-92.47,35.32,-92.43,17.5,63,1,1,1,45,0,0,0,1957-05-13 18:50:00,False,False,0,1.507080383006759e-05
3176,328,1957,5,15,1957-05-15,18:00:00,3,TX,48,100,3,1,0,5.0,0.0,35.02,-101.05,35.12,-100.92,10.2,50,1,1,1,129,0,0,0,1957-05-16 00:00:00,False,False,0,2.5893274739751843e-06
3177,329,1957,5,15,1957-05-15,19:25:00,3,TX,48,101,3,0,0,4.0,0.0,34.65,-101.5,0.0,0.0,1.0,10,1,1,1,437,0,0,0,1957-05-16 01:25:00,False,False,0,3.577962774593359e-06
3181,333,1957,5,15,1957-05-15,22:35:00,3,TX,48,106,4,80,21,5.0,0.0,34.47,-101.3,34.67,-101.05,17.0,300,1,1,1,45,0,0,0,1957-05-16 04:35:00,False,False,0,1.5135193611134133e-06
3210,360,1957,5,20,1957-05-20,14:50:00,3,KS,20,26,4,0,0,5.0,0.0,39.38,-97.73,39.88,-97.2,44.6,400,1,1,1,29,157,201,0,1957-05-20 20:50:00,False,False,0,6.728306186078528e-06
3214,364,1957,5,20,1957-05-20,14:50:00,3,KS,20,30,3,0,0,0.0,0.0,39.57,-97.57,39.63,-97.48,6.1,10,1,1,1,29,0,0,0,1957-05-20 20:50:00,False,False,0,8.692054247505651e-06
3226,376,1957,5,20,1957-05-20,18:15:00,3,KS,20,33,5,31,7,6.0,0.0,38.45,-95.5,38.88,-94.6,56.8,440,2,1,2,59,121,91,0,1957-05-21 00:15:00,False,False,0,2.4395698247490378e-05
3231,376,1957,5,20,1957-05-20,19:37:00,3,MO,29,12,5,176,37,6.0,0.0,38.88,-94.6,38.98,-94.4,12.6,440,2,1,2,95,0,0,0,1957-05-21 01:37:00,False,False,0,0.00034558782980795934
3233,381,1957,5,20,1957-05-20,19:37:00,3,KS,20,34,3,0,0,0.0,0.0,38.5,-95.43,38.53,-95.33,5.6,10,1,1,1,59,0,0,0,1957-05-21 01:37:00,False,False,0,1.3457224743741871e-05
3238,386,1957,5,20,1957-05-20,23:10:00,3,OK,40,58,3,1,0,3.0,0.0,35.35,-95.08,35.47,-94.75,20.4,200,1,1,1,97,41,0,0,1957-05-21 05:10:00,False,False,0,9.552242808885802e-06
3240,388,1957,5,21,1957-05-21,13:00:00,3,MN,27,3,4,2,0,4.0,0.0,45.58,-92.87,45.72,-92.87,9.2,100,1,1,1,25,0,0,0,1957-05-21 19:00:00,False,False,0,1.1790745795328052e-05
3241,389,1957,5,21,1957-05-21,15:00:00,3,MO,29,14,3,2,0,4.0,0.0,37.55,-91.5,37.62,-91.33,10.2,440,1,1,1,65,0,0,0,1957-05-21 21:00:00,False,False,0,5.609018237376595e-06
3245,393,1957,5,21,1957-05-21,15:45:00,3,MO,29,18,3,50,8,7.0,0.0,37.77,-90.92,37.88,-90.52,22.2,400,1,1,1,221,187,0,0,1957-05-21 21:45:00,False,False,0,1.591979442587367e-05
3247,395,1957,5,21,1957-05-21,15:53:00,3,MO,29,19,4,75,7,5.0,0.0,36.95,-91.17,37.0,-91.02,9.1,500,1,1,1,35,0,0,0,1957-05-21 21:53:00,False,False,0,3.6353020675565525e-06
3252,400,1957,5,21,1957-05-21,18:07:00,3,IL,17,14,3,0,0,5.0,0.0,37.57,-89.32,37.63,-89.18,8.5,200,1,1,1,181,77,0,0,1957-05-22 00:07:00,False,False,0,2.2690659037639583e-05
3253,401,1957,5,21,1957-05-21,19:40:00,3,IL,17,15,3,0,0,5.0,0.0,40.5,-90.8,40.62,-90.58,13.7,120,1,1,1,109,0,0,0,1957-05-22 01:40:00,False,False,0,1.8472272403460234e-05
3272,420,1957,5,22,1957-05-22,21:00:00,3,TX,48,109,3,4,0,5.0,0.0,31.9,-96.98,31.92,-96.92,4.1,200,1,1,1,217,0,0,0,1957-05-23 03:00:00,False,False,0,1.2596210701528407e-05
3279,427,1957,5,23,1957-05-23,19:20:00,3,AR,5,21,3,0,0,5.0,0.0,33.62,-91.83,33.65,-91.75,5.2,27,1,1,1,43,0,0,0,1957-05-24 01:20:00,False,False,0,8.37081106190428e-06
3285,433,1957,5,24,1957-05-24,12:38:00,3,TX,48,115,3,3,0,5.0,0.0,34.18,-102.85,0.0,0.0,1.9,200,1,1,1,279,0,0,0,1957-05-24 18:38:00,False,False,0,7.604779178507178e-06
3286,434,1957,5,24,1957-05-24,13:00:00,3,TX,48,118,3,1,0,5.0,0.0,33.17,-101.78,33.72,-101.32,37.3,200,1,1,1,305,303,107,0,1957-05-24 19:00:00,False,False,0,1.7477329841715077e-05
3290,438,1957,5,24,1957-05-24,14:45:00,3,TX,48,120,3,1,0,3.0,0.0,32.32,-101.87,0.0,0.0,1.5,83,1,1,1,317,0,0,0,1957-05-24 20:45:00,False,False,0,2.3382764780816893e-06
3298,446,1957,5,24,1957-05-24,17:30:00,3,OK,40,74,4,5,4,5.0,0.0,34.27,-98.5,34.57,-98.4,21.6,880,1,1,1,33,31,0,0,1957-05-24 23:30:00,False,False,0,1.4824162533115289e-05
3374,522,1957,6,9,1957-06-09,17:30:00,3,SD,46,8,3,0,0,4.0,0.0,45.03,-99.13,0.0,0.0,1.0,10,1,1,1,49,0,0,0,1957-06-09 23:30:00,False,False,0,1.8688641614668432e-06
3392,540,1957,6,12,1957-06-12,08:10:00,3,TX,48,127,3,0,0,3.0,0.0,32.68,-96.88,0.0,0.0,0.1,10,1,1,1,113,0,0,0,1957-06-12 14:10:00,False,False,0,0.00027244450204292584
3414,562,1957,6,14,1957-06-14,14:00:00,3,IL,17,20,4,50,2,6.0,0.0,39.75,-89.7,39.77,-89.62,4.3,220,1,1,1,167,0,0,0,1957-06-14 20:00:00,False,False,0,5.8466111392758386e-05
3418,566,1957,6,14,1957-06-14,19:15:00,3,IN,18,22,3,0,0,4.0,0.0,41.07,-86.3,0.0,0.0,0.1,10,1,1,1,49,0,0,0,1957-06-15 01:15:00,False,False,0,1.7361520864867732e-05
3422,570,1957,6,15,1957-06-15,16:05:00,3,KS,20,49,3,0,0,6.0,0.0,39.7,-99.07,39.9,-98.98,14.3,10,1,1,1,183,0,0,0,1957-06-15 22:05:00,False,False,0,3.814174759601945e-06
3423,571,1957,6,15,1957-06-15,16:05:00,3,KS,20,50,3,0,0,6.0,0.0,39.77,-98.93,0.0,0.0,2.0,10,1,1,1,183,0,0,0,1957-06-15 22:05:00,False,False,0,3.814174759601945e-06
3444,591,1957,6,20,1957-06-20,18:40:00,3,ND,38,7,5,103,10,7.0,0.0,46.9,-97.35,46.88,-96.77,27.4,500,2,1,2,17,0,0,0,1957-06-21 00:40:00,False,False,0,1.2880083332837527e-05
3445,591,1957,6,20,1957-06-20,19:00:00,3,MN,27,7,5,0,0,5.0,0.0,46.88,-96.77,46.87,-96.23,25.0,400,2,1,2,27,0,0,0,1957-06-21 01:00:00,False,False,0,1.1214464047933903e-05
3449,595,1957,6,21,1957-06-21,18:15:00,3,NE,31,36,3,0,0,5.0,0.0,40.9,-97.47,40.9,-97.35,5.4,10,1,1,1,185,0,0,0,1957-06-22 00:15:00,False,False,0,9.674984403488128e-06
3478,624,1957,6,28,1957-06-28,00:20:00,3,MS,28,12,3,10,1,5.0,0.0,33.22,-88.58,33.28,-88.53,5.4,50,1,1,1,103,0,0,0,1957-06-28 06:20:00,False,False,0,1.1120861147365505e-05
3524,670,1957,7,4,1957-07-04,17:55:00,3,MI,26,10,4,6,0,5.0,0.0,42.52,-83.73,42.52,-83.12,29.9,50,1,1,1,93,125,0,0,1957-07-04 23:55:00,False,False,0,0.00011390429582289058
3547,693,1957,7,16,1957-07-16,21:45:00,3,ND,38,11,3,0,0,4.0,0.0,47.25,-98.2,0.0,0.0,0.1,10,1,1,1,39,0,0,0,1957-07-17 03:45:00,False,False,0,2.974145119162311e-06
3552,696,1957,7,19,1957-07-19,17:30:00,3,NE,31,49,3,0,0,4.0,0.0,40.78,-98.07,40.98,-98.07,13.8,10,1,1,1,81,0,0,0,1957-07-19 23:30:00,False,False,0,6.243031375361255e-06
3561,707,1957,8,4,1957-08-04,19:00:00,3,AZ,4,2,3,0,0,3.0,0.0,32.85,-113.2,0.0,0.0,12.0,10,1,1,1,13,0,0,0,1957-08-05 01:00:00,False,False,0,1.3923383296598949e-05
3583,729,1957,9,14,1957-09-14,17:30:00,3,OK,40,102,4,6,2,5.0,0.0,34.95,-97.25,35.28,-96.15,67.5,440,1,1,1,27,125,133,63,1957-09-14 23:30:00,False,False,0,2.0436612265246053e-05
3600,746,1957,10,12,1957-10-12,05:00:00,3,NM,35,15,3,0,0,5.0,0.0,32.63,-108.17,32.7,-108.05,8.2,50,1,1,1,17,0,0,0,1957-10-12 11:00:00,False,False,0,2.1099235009463895e-06
3604,750,1957,10,14,1957-10-14,15:00:00,3,TX,48,138,3,0,0,4.0,0.0,30.12,-96.0,0.0,0.0,1.0,10,1,1,1,473,0,0,0,1957-10-14 21:00:00,False,False,0,8.994734885573605e-06
3606,752,1957,10,15,1957-10-15,22:30:00,3,LA,22,13,3,29,1,5.0,0.0,30.47,-92.08,30.65,-91.48,37.9,100,1,1,1,97,77,0,0,1957-10-16 04:30:00,False,False,0,2.6149029262207562e-05
3607,753,1957,10,15,1957-10-15,23:45:00,3,MS,28,15,3,0,0,4.0,0.0,32.22,-90.77,32.47,-90.72,17.5,77,1,1,1,149,0,0,0,1957-10-16 05:45:00,False,False,0,2.599116720073575e-05
3613,759,1957,10,22,1957-10-22,06:00:00,3,TX,48,140,3,1,0,4.0,0.0,30.25,-94.97,30.25,-94.9,4.3,100,1,1,1,291,0,0,0,1957-10-22 12:00:00,False,False,0,8.908820625667915e-06
3618,764,1957,11,7,1957-11-07,16:50:00,3,LA,22,21,3,5,0,5.0,0.0,30.97,-91.7,31.0,-91.67,3.6,50,1,1,1,77,0,0,0,1957-11-07 22:50:00,False,False,0,1.5130376880182265e-05
3621,767,1957,11,7,1957-11-07,21:00:00,3,LA,22,23,3,16,3,6.0,0.0,31.38,-92.67,31.3,-92.47,13.3,67,1,1,1,79,0,0,0,1957-11-08 03:00:00,False,False,0,2.655568485603117e-05
3622,768,1957,11,7,1957-11-07,21:15:00,3,TX,48,142,3,59,2,6.0,0.0,29.95,-93.93,29.97,-93.88,3.6,200,1,1,1,245,0,0,0,1957-11-08 03:15:00,False,False,0,8.595503224043135e-05
3623,769,1957,11,7,1957-11-07,21:23:00,3,TX,48,143,3,1,0,5.0,0.0,29.9,-94.0,0.0,0.0,1.5,10,1,1,1,245,0,0,0,1957-11-08 03:23:00,False,False,0,8.595503224043135e-05
