,om,yr,mo,dy,date,time,tz,st,stf,stn,f,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,touchdown,has_warning,has_watch,warning_time,pop_dens
41108,628,2000,1,3,2000-01-03,15:08:00,3,KY,21,1,3,3,0,7.4,0.0,37.27,-88.08,37.48,-87.73,24.0,440,1,1,1,55,233,0,0,2000-01-03 21:08:00,True,False,-18,1.3116076727700642e-05
41109,19,2000,1,3,2000-01-03,16:06:00,3,KY,21,2,3,18,0,64.0,0.0,37.72,-87.18,37.77,-87.12,7.0,880,1,1,1,59,0,0,0,2000-01-03 22:06:00,True,False,23,7.711577112944519e-05
41127,634,2000,2,13,2000-02-13,22:42:00,3,GA,13,2,3,175,11,20.0,0.0,31.17,-84.27,31.23,-84.12,9.2,300,1,1,1,205,0,0,0,2000-02-14 04:42:00,True,False,24,1.8044275661117507e-05
41128,635,2000,2,13,2000-02-13,23:49:00,3,GA,13,3,3,15,7,5.0,0.0,31.02,-84.2,31.07,-84.02,15.0,300,1,1,1,131,275,205,0,2000-02-14 05:49:00,True,False,91,2.3078132321263177e-05
41189,670,2000,3,10,2000-03-10,19:55:00,3,TX,48,13,3,2,0,1.0,0.0,30.42,-96.68,30.4,-96.35,21.0,800,1,1,1,51,0,0,0,2000-03-11 01:55:00,True,False,10,9.649237384709343e-06
41260,699,2000,3,28,2000-03-28,18:18:00,3,TX,48,44,3,80,2,0.0,0.0,32.75,-97.35,32.75,-97.35,4.0,250,1,1,1,439,0,0,0,2000-03-29 00:18:00,True,False,8,0.0006465757624025971
41263,701,2000,3,28,2000-03-28,19:05:00,3,TX,48,47,3,0,0,0.0,0.0,32.73,-97.12,32.75,-96.98,8.0,300,1,1,1,439,113,0,0,2000-03-29 01:05:00,True,False,55,0.0008156781850510599
41331,709,2000,4,19,2000-04-19,19:30:00,3,KS,20,13,3,0,0,71.42,0.0,37.22,-95.55,37.42,-94.93,34.0,290,1,1,1,125,99,133,37,2000-04-20 01:30:00,True,False,42,1.8016572766487046e-05
41364,119,2000,4,23,2000-04-23,15:58:00,3,TX,48,67,3,0,0,0.17,0.0,33.05,-94.38,33.07,-94.07,16.0,880,1,1,1,67,0,0,0,2000-04-23 21:58:00,True,False,53,1.2542837826453619e-05
41370,134,2000,4,23,2000-04-23,16:40:00,3,LA,22,20,3,3,0,7.3,0.0,32.43,-94.05,32.28,-93.42,32.5,500,1,1,1,17,15,0,0,2000-04-23 22:40:00,True,False,39,7.873730428057985e-05
41375,127,2000,4,23,2000-04-23,18:05:00,3,LA,22,24,3,0,0,2.0,0.0,31.97,-93.47,31.92,-93.1,19.3,200,1,1,1,31,81,69,0,2000-04-24 00:05:00,True,False,52,1.1381867278293324e-05
41407,757,2000,4,30,2000-04-30,16:40:00,3,TX,48,80,3,0,0,0.3,0.0,33.37,-98.77,33.37,-98.77,13.0,800,1,1,1,503,0,0,0,2000-04-30 22:40:00,True,False,24,7.575808542258107e-06
41452,764,2000,5,11,2000-05-11,18:03:00,3,IA,19,2,3,25,1,1.75,0.0,42.52,-92.45,42.6,-92.0,18.6,210,1,1,1,13,19,0,0,2000-05-12 00:03:00,True,False,7,5.0642454291615354e-05
41466,210,2000,5,12,2000-05-12,16:10:00,3,TX,48,89,3,0,2,3.0,0.0,31.9,-97.37,31.9,-97.37,7.0,400,1,1,1,35,0,0,0,2000-05-12 22:10:00,True,False,-27,6.757525488074033e-06
41509,782,2000,5,17,2000-05-17,16:15:00,3,NE,31,11,3,2,0,0.75,0.0,40.95,-100.37,41.03,-100.53,11.5,1000,1,1,1,111,0,0,0,2000-05-17 22:15:00,True,False,87,5.214951646922251e-06
41562,920,2000,5,23,2000-05-23,13:00:00,3,KY,21,6,3,16,0,50.0,0.0,37.53,-86.3,37.48,-86.23,6.0,100,1,1,1,85,0,0,0,2000-05-23 19:00:00,True,False,23,1.8697308117542308e-05
41637,851,2000,5,27,2000-05-27,13:46:00,3,TN,47,24,3,0,0,1.3,0.0,36.32,-87.97,36.32,-87.67,17.2,500,1,1,1,83,0,0,0,2000-05-27 19:46:00,True,False,-2,1.559163965871651e-05
41809,437,2000,7,5,2000-07-05,21:10:00,3,CO,8,39,3,2,0,0.75,0.0,40.68,-102.7,40.6,-102.72,6.0,1320,1,1,1,75,0,0,0,2000-07-06 03:10:00,True,False,90,4.30592252843072e-06
41913,1019,2000,7,25,2000-07-25,16:57:00,3,MN,27,17,4,15,1,20.0,0.0,44.9,-95.67,44.82,-95.55,9.0,160,1,1,1,173,0,0,0,2000-07-25 22:57:00,False,False,0,5.63562886438549e-06
42016,1050,2000,9,20,2000-09-20,17:18:00,3,OH,39,19,4,100,1,15.0,0.0,39.65,-83.98,39.73,-83.88,9.0,500,1,1,1,57,0,0,0,2000-09-20 23:18:00,False,False,0,0.0001380107350133648
42158,600,2000,12,16,2000-12-16,12:54:00,3,AL,1,37,4,144,11,12.5,0.0,33.05,-87.7,33.2,-87.4,18.0,750,1,1,1,125,0,0,0,2000-12-16 18:54:00,True,False,14,4.816218449635751e-05
42165,581,2000,12,16,2000-12-16,14:46:00,3,AL,1,40,3,14,0,10.04,0.0,34.05,-85.93,34.12,-85.73,12.8,500,1,1,1,55,19,0,0,2000-12-16 20:46:00,True,False,26,4.519886102601115e-05
42199,17,2001,2,24,2001-02-24,18:01:00,3,AR,5,24,3,0,0,0.0,0.0,33.68,-91.43,34.12,-90.95,42.0,300,1,1,1,41,0,0,0,2001-02-25 00:01:00,True,False,7,7.71096598513412e-06
42207,599,2001,2,24,2001-02-24,20:37:00,3,MS,28,67,3,0,0,2.3,0.0,33.48,-90.15,33.72,-89.9,22.0,400,1,1,1,83,15,43,0,2001-02-25 02:37:00,True,False,53,1.6916093504574873e-05
42208,592,2001,2,24,2001-02-24,21:35:00,3,MS,28,70,3,73,6,31.11,0.0,34.03,-89.35,34.58,-88.6,52.0,1000,1,1,1,13,115,145,81,2001-02-25 03:35:00,True,False,23,2.8299467280389873e-05
42320,695,2001,4,11,2001-04-11,10:40:00,3,IA,19,4,3,0,0,1.85,0.0,40.57,-94.23,41.38,-93.9,60.5,500,2,1,2,159,175,39,121,2001-04-11 16:40:00,True,False,8,8.098719849975729e-06
42377,605,2001,4,21,2001-04-21,20:15:00,3,KS,20,77,4,28,1,43.0,0.0,38.5,-98.78,38.57,-98.77,5.0,660,1,1,1,9,0,0,0,2001-04-22 02:15:00,True,False,-7,1.2162176242216233e-05
42587,853,2001,5,29,2001-05-29,13:03:00,3,CO,8,7,3,0,0,0.15,0.0,38.07,-102.65,38.1,-102.65,3.0,50,1,1,1,99,0,0,0,2001-05-29 19:03:00,True,False,71,3.4130472236229424e-06
42602,768,2001,5,29,2001-05-29,18:15:00,3,TX,48,95,3,0,0,0.25,0.0,35.4,-101.38,35.43,-101.22,10.0,440,1,1,1,65,0,0,0,2001-05-30 00:15:00,True,False,30,2.7339559370293634e-06
42790,909,2001,6,13,2001-06-13,17:53:00,3,MN,27,40,3,3,0,5.01,0.0,46.17,-95.33,46.28,-95.12,12.0,100,1,1,1,111,153,0,0,2001-06-13 23:53:00,True,False,41,1.0798631579775792e-05
42797,255,2001,6,13,2001-06-13,18:45:00,3,NE,31,48,4,2,0,1.0,0.0,40.85,-97.08,40.95,-96.98,8.0,400,1,1,1,159,0,0,0,2001-06-14 00:45:00,True,False,21,1.1146018033570688e-05
42838,350,2001,6,18,2001-06-18,19:06:00,3,WI,55,8,3,16,2,10.0,0.0,45.78,-92.65,45.83,-91.97,34.0,880,1,1,1,13,129,0,0,2001-06-19 01:06:00,True,False,35,7.562444688757118e-06
42938,1050,2001,7,18,2001-07-18,17:05:00,3,ND,38,23,3,0,0,0.2,0.0,47.68,-98.45,47.72,-98.32,5.0,150,1,1,1,63,0,0,0,2001-07-18 23:05:00,True,False,5,1.4609967879114525e-06
43141,1155,2001,9,22,2001-09-22,18:42:00,3,NE,31,46,3,0,0,1.25,0.0,40.43,-97.97,40.47,-97.78,10.0,1250,1,1,1,35,59,0,0,2001-09-23 00:42:00,True,False,43,4.599946962641799e-06
43143,1140,2001,9,24,2001-09-24,13:03:00,3,VA,51,3,4,2,0,2.02,0.0,38.57,-77.98,38.72,-77.83,10.0,75,1,1,1,47,61,0,0,2001-09-24 19:03:00,True,False,27,3.362081937482758e-05
43150,1150,2001,9,24,2001-09-24,15:19:00,3,MD,24,6,3,55,2,101.0,0.0,38.93,-76.98,39.23,-76.83,17.5,200,1,1,1,33,27,0,0,2001-09-24 21:19:00,True,False,9,0.0005524152762694333
43159,1189,2001,10,9,2001-10-09,15:30:00,3,OK,40,25,3,0,0,0.06,0.0,35.43,-99.38,35.53,-99.23,11.5,600,1,1,1,9,149,39,0,2001-10-09 21:30:00,True,False,92,7.665099762113977e-06
43162,1191,2001,10,9,2001-10-09,16:08:00,3,OK,40,32,3,9,0,100.0,0.0,35.28,-99.0,35.35,-98.97,6.0,500,1,1,1,149,0,0,0,2001-10-09 22:08:00,True,False,30,4.429237522202073e-06
43170,1194,2001,10,9,2001-10-09,16:36:00,3,OK,40,36,3,1,0,0.61,0.0,35.08,-98.88,35.18,-98.68,13.0,440,1,1,1,75,149,0,0,2001-10-09 22:36:00,True,False,58,4.157729583726358e-06
43172,1180,2001,10,9,2001-10-09,16:50:00,3,NE,31,24,3,0,0,1.8,0.0,41.07,-97.87,41.25,-97.65,18.0,1500,1,1,1,81,143,0,0,2001-10-09 22:50:00,True,False,32,5.918888056236639e-06
43206,458,2001,10,12,2001-10-12,20:30:00,3,TX,48,123,3,5,0,1.0,0.0,30.25,-98.67,30.27,-98.65,2.5,400,1,1,1,171,0,0,0,2001-10-13 02:30:00,True,False,-26,7.594241989972258e-06
43227,469,2001,10,13,2001-10-13,12:25:00,3,AL,1,20,3,0,0,0.25,0.0,30.42,-87.68,30.42,-87.68,1.0,440,1,1,1,3,0,0,0,2001-10-13 18:25:00,True,False,38,3.410182465706553e-05
43257,497,2001,10,24,2001-10-24,14:50:00,3,IN,18,6,3,2,1,3.0,0.0,41.62,-86.43,41.75,-86.3,15.0,1320,2,1,2,141,0,0,0,2001-10-24 20:50:00,True,False,4,0.00022394417165128022
43268,1157,2001,10,24,2001-10-24,17:35:00,3,OH,39,5,3,0,0,1.0,0.0,40.85,-84.32,41.15,-83.9,32.0,440,1,1,1,161,137,0,0,2001-10-24 23:35:00,True,False,53,2.7879045542652818e-05
43313,977,2001,11,24,2001-11-24,00:58:00,3,AR,5,1,3,11,3,2.0,0.0,32.98,-91.65,33.13,-91.52,13.0,880,2,1,2,3,0,0,0,2001-11-24 06:58:00,True,False,9,1.0101217019319372e-05
43318,973,2001,11,24,2001-11-24,01:55:00,3,MS,28,1,4,48,0,4.1,0.0,33.47,-91.1,33.87,-90.72,30.3,880,1,1,1,151,11,0,0,2001-11-24 07:55:00,True,False,13,2.4982002475710418e-05
43323,664,2001,11,24,2001-11-24,04:15:00,3,MS,28,12,3,5,0,4.0,0.0,33.23,-90.63,33.28,-90.58,5.0,400,1,1,1,53,0,0,0,2001-11-24 10:15:00,False,False,0,1.0338718467261572e-05
43326,433,2001,11,24,2001-11-24,05:25:00,3,MS,28,16,4,21,2,12.0,0.0,32.43,-90.2,32.57,-90.05,11.5,880,1,1,1,89,0,0,0,2001-11-24 11:25:00,True,False,15,4.03520523709096e-05
43332,55,2001,11,24,2001-11-24,10:55:00,3,AL,1,8,3,1,2,1.43,0.0,33.53,-88.05,33.87,-87.53,38.9,300,1,1,1,107,75,57,127,2001-11-24 16:55:00,True,False,23,1.675409413750346e-05
43347,655,2001,11,24,2001-11-24,13:19:00,3,AL,1,32,4,22,0,1.13,0.0,33.92,-86.43,34.03,-86.3,10.1,500,1,1,1,9,55,0,0,2001-11-24 19:19:00,True,False,23,5.055765421836495e-05
43382,575,2001,11,26,2001-11-26,23:25:00,3,TN,47,14,3,12,2,1.5,0.0,36.25,-88.25,36.28,-88.23,5.0,200,1,1,1,79,0,0,0,2001-11-27 05:25:00,True,False,16,2.137278930710071e-05
43456,467,2002,3,30,2002-03-30,18:50:00,3,TX,48,18,3,6,0,6.22,0.0,31.1,-94.77,31.45,-94.12,49.0,440,1,1,1,373,5,347,405,2002-03-31 00:50:00,True,False,40,2.1948064443380933e-05
43458,601,2002,3,30,2002-03-30,20:09:00,3,TX,48,39,3,0,0,0.35,0.0,29.62,-95.02,29.63,-95.0,0.7,60,1,1,1,201,0,0,0,2002-03-31 02:09:00,True,False,22,0.0007707589170542042
43480,527,2002,4,16,2002-04-16,16:59:00,3,TX,48,55,3,0,0,0.25,0.0,32.75,-97.35,32.75,-97.35,2.1,80,1,1,1,439,0,0,0,2002-04-16 22:59:00,True,False,28,0.0006465757624025971
43494,517,2002,4,17,2002-04-17,22:33:00,3,OK,40,5,3,0,0,0.03,0.0,36.1,-99.08,36.2,-99.07,8.0,600,1,1,1,43,153,0,0,2002-04-18 04:33:00,False,False,0,4.000564633309766e-06
43515,572,2002,4,21,2002-04-21,14:49:00,3,IL,17,3,3,42,1,4.0,0.0,38.35,-88.73,38.35,-88.15,31.5,500,1,1,1,81,191,0,0,2002-04-21 20:49:00,True,False,-12,1.718583181311892e-05
43517,573,2002,4,24,2002-04-24,15:13:00,3,MO,29,8,4,16,0,45.0,0.0,37.0,-91.02,36.8,-90.33,40.5,650,1,1,1,35,23,0,0,2002-04-24 21:13:00,True,False,2,1.5035122187403883e-05
43534,62,2002,4,27,2002-04-27,23:40:00,3,MO,29,9,3,16,1,4.0,0.0,37.22,-90.07,37.27,-90.02,4.0,200,1,1,1,17,0,0,0,2002-04-28 05:40:00,False,False,0,7.516394040220985e-06
43536,574,2002,4,28,2002-04-28,00:18:00,3,IL,17,10,3,10,1,8.0,0.0,37.37,-89.33,37.37,-88.98,19.3,400,1,1,1,181,87,0,0,2002-04-28 06:18:00,True,False,7,1.5890678542750747e-05
43538,66,2002,4,28,2002-04-28,00:59:00,3,IL,17,9,3,1,0,0.44,0.0,37.35,-88.72,37.35,-88.3,22.0,200,1,1,1,151,139,0,0,2002-04-28 06:59:00,True,False,12,1.0245458132799356e-05
43543,575,2002,4,28,2002-04-28,01:49:00,3,KY,21,5,3,26,0,16.9,0.0,37.38,-87.88,37.42,-87.47,22.0,880,1,1,1,55,233,107,0,2002-04-28 07:49:00,True,False,35,2.1911219667488996e-05
43551,510,2002,4,28,2002-04-28,06:34:00,3,TN,47,1,3,31,0,2.3,0.0,35.75,-86.37,35.77,-86.32,3.2,350,1,1,1,149,0,0,0,2002-04-28 12:34:00,True,False,18,0.0001134703854294188
43569,582,2002,4,28,2002-04-28,16:56:00,3,MD,24,2,4,122,3,124.0,0.0,38.55,-77.18,38.48,-76.5,38.0,650,1,1,1,17,9,0,0,2002-04-28 22:56:00,True,False,-6,0.00011228487088115469
43573,585,2002,4,28,2002-04-28,17:55:00,3,MD,24,6,3,0,0,0.15,0.0,38.42,-76.3,38.35,-75.82,18.0,150,1,1,1,19,0,0,0,2002-04-28 23:55:00,True,False,11,2.1901000003058744e-05
43650,684,2002,5,7,2002-05-07,16:58:00,3,KS,20,20,3,0,0,0.0,0.0,37.72,-99.57,37.67,-99.58,4.0,900,1,1,1,57,0,0,0,2002-05-07 22:58:00,True,False,5,1.1410759658928477e-05
43653,687,2002,5,7,2002-05-07,17:47:00,3,KS,20,22,3,0,0,0.0,0.0,37.7,-99.55,37.62,-99.55,8.5,1800,1,1,1,57,0,0,0,2002-05-07 23:47:00,True,False,54,1.1410759658928477e-05
43655,694,2002,5,7,2002-05-07,17:51:00,3,KS,20,27,3,1,0,0.8,0.0,37.68,-99.48,37.6,-99.4,10.0,600,1,1,1,97,0,0,0,2002-05-07 23:51:00,True,False,36,1.7514175396795198e-06
43863,761,2002,6,23,2002-06-23,18:53:00,3,SD,46,4,3,0,0,0.0,0.0,45.73,-98.62,45.7,-98.45,10.0,900,1,1,1,13,0,0,0,2002-06-24 00:53:00,True,False,16,7.992604214766759e-06
43865,762,2002,6,23,2002-06-23,19:24:00,3,SD,46,5,4,0,0,0.0,0.0,45.68,-98.43,45.82,-98.38,9.0,900,1,1,1,13,0,0,0,2002-06-24 01:24:00,True,False,47,7.992604214766759e-06
43975,234,2002,8,11,2002-08-11,15:00:00,3,ND,38,14,4,0,0,0.65,0.0,46.95,-99.3,46.97,-99.3,1.0,300,1,1,1,93,0,0,0,2002-08-11 21:00:00,True,False,7,3.8072798199765033e-06
44038,302,2002,9,2,2002-09-02,15:22:00,3,WI,55,18,3,27,0,25.0,0.0,45.47,-91.13,45.47,-90.82,16.0,440,1,1,1,107,0,0,0,2002-09-02 21:22:00,True,False,-15,6.485997191244136e-06
44075,850,2002,9,20,2002-09-20,11:59:00,3,IN,18,14,3,127,0,103.03,0.0,39.23,-86.62,40.5,-85.3,112.0,150,1,1,1,105,109,81,97,2002-09-20 17:59:00,True,False,20,0.00029633245049732733
44189,913,2002,11,10,2002-11-10,13:59:00,3,IN,18,18,3,0,0,0.12,0.0,40.67,-84.92,40.73,-84.85,5.0,200,1,1,1,1,0,0,0,2002-11-10 19:59:00,True,False,13,3.829381536102291e-05
44190,914,2002,11,10,2002-11-10,14:15:00,3,OH,39,10,4,17,4,30.0,0.0,40.78,-84.77,41.3,-84.0,52.8,880,1,1,1,161,125,137,39,2002-11-10 20:15:00,True,False,12,2.788207937686259e-05
44192,892,2002,11,10,2002-11-10,15:38:00,3,OH,39,7,3,2,0,0.53,0.0,40.35,-83.55,40.43,-83.45,9.0,300,1,1,1,91,159,0,0,2002-11-10 21:38:00,True,False,12,3.769850478228417e-05
44198,931,2002,11,10,2002-11-10,16:15:00,3,OH,39,25,3,2,1,12.8,0.0,41.1,-83.17,41.23,-82.9,21.0,100,1,1,1,147,0,0,0,2002-11-10 22:15:00,True,False,13,4.1119652189811194e-05
44218,362,2002,11,10,2002-11-10,18:52:00,3,AL,1,19,3,38,4,3.2,0.0,33.75,-87.87,34.05,-87.18,44.3,1175,1,1,1,57,127,133,0,2002-11-11 00:52:00,True,False,24,2.1672741238270167e-05
44221,384,2002,11,10,2002-11-10,19:08:00,3,MS,28,18,3,55,0,60.0,0.0,33.38,-88.62,33.53,-88.28,22.0,440,2,1,2,87,0,0,0,2002-11-11 01:08:00,True,False,7,4.703867996397127e-05
44229,375,2002,11,10,2002-11-10,19:31:00,3,TN,47,18,3,28,7,0.97,0.0,36.03,-84.6,36.05,-84.45,8.3,300,1,1,1,129,0,0,0,2002-11-11 01:31:00,True,False,19,1.460840714311699e-05
44237,432,2002,11,10,2002-11-10,20:15:00,3,AL,1,27,3,53,7,4.3,0.0,33.77,-87.8,34.15,-86.6,72.6,1175,1,1,1,57,127,133,43,2002-11-11 02:15:00,True,False,107,2.6729484014070737e-05
44245,341,2002,11,10,2002-11-10,21:43:00,3,TN,47,13,3,18,4,0.5,0.0,35.9,-85.1,35.9,-84.9,12.2,900,1,1,1,35,0,0,0,2002-11-11 03:43:00,True,False,71,2.6534038668955652e-05
44277,433,2002,12,18,2002-12-18,15:35:00,3,AR,5,9,3,13,1,0.0,0.0,35.1,-92.32,35.2,-92.18,9.8,150,1,1,1,45,0,0,0,2002-12-18 21:35:00,True,False,5,5.1259445634047755e-05
44408,47,2003,3,20,2003-03-20,04:05:00,3,GA,13,4,3,200,6,6.75,0.0,31.18,-84.27,31.4,-83.95,25.0,600,1,1,1,205,321,0,0,2003-03-20 10:05:00,True,False,18,1.6366755707026188e-05
44451,714,2003,4,6,2003-04-06,12:30:00,3,TX,48,16,3,0,0,9.0,0.0,31.9,-95.05,32.25,-94.68,38.2,440,1,1,1,73,401,0,0,2003-04-06 18:30:00,True,False,38,1.836453821470851e-05
44538,738,2003,4,24,2003-04-24,20:53:00,3,MS,28,25,3,6,0,50.0,0.0,32.25,-90.0,32.35,-89.85,12.0,600,1,1,1,121,0,0,0,2003-04-25 02:53:00,True,False,34,5.741955863226756e-05
44626,1034,2003,5,4,2003-05-04,15:18:00,3,KS,20,18,4,30,2,15.5,0.0,39.07,-94.83,39.13,-94.67,15.0,500,2,1,2,209,0,0,0,2003-05-04 21:18:00,True,False,16,0.00040210129853210207
44631,221,2003,5,4,2003-05-04,15:35:00,3,KS,20,20,4,20,3,7.2,0.0,37.42,-95.1,37.53,-94.63,27.0,880,2,1,2,37,0,0,0,2003-05-04 21:35:00,True,False,15,2.5036304884364224e-05
44632,1034,2003,5,4,2003-05-04,15:35:00,3,MO,29,8,4,0,0,32.05,0.0,39.2,-94.7,39.25,-94.5,6.0,500,2,1,2,165,47,0,0,2003-05-04 21:35:00,True,False,45,0.0001217535730333457
44634,1038,2003,5,4,2003-05-04,15:45:00,3,MO,29,9,4,13,0,31.0,0.0,39.23,-94.48,39.23,-94.47,5.0,200,1,1,1,47,0,0,0,2003-05-04 21:45:00,True,False,19,0.0001788205566695416
44638,221,2003,5,4,2003-05-04,16:15:00,3,MO,29,11,4,10,1,13.0,0.0,37.57,-94.62,37.58,-94.53,6.0,880,2,1,2,11,0,0,0,2003-05-04 22:15:00,True,False,15,8.180330228783752e-06
44642,225,2003,5,4,2003-05-04,16:31:00,3,MO,29,13,3,47,5,52.5,0.0,37.57,-94.52,37.8,-92.98,86.0,880,1,1,1,11,39,167,85,2003-05-04 22:31:00,True,False,31,1.1431539414731718e-05
44645,220,2003,5,4,2003-05-04,16:45:00,3,KS,20,25,3,19,3,2.7,0.0,37.08,-94.95,37.17,-94.62,20.0,880,2,1,2,21,0,0,0,2003-05-04 22:45:00,True,False,25,1.4854183078907122e-05
44649,220,2003,5,4,2003-05-04,17:15:00,3,MO,29,16,3,15,2,21.2,0.0,37.17,-94.62,37.2,-94.52,5.0,880,2,1,2,97,0,0,0,2003-05-04 23:15:00,True,False,16,6.330506564551958e-05
44651,243,2003,5,4,2003-05-04,17:50:00,3,MO,29,18,3,48,7,47.8,0.0,36.92,-94.2,37.13,-93.37,49.0,880,1,1,1,145,109,43,77,2003-05-04 23:50:00,True,False,51,5.96860752424844e-05
44662,222,2003,5,4,2003-05-04,18:36:00,3,MO,29,23,3,27,4,5.0,0.0,37.9,-92.83,37.98,-92.57,14.0,400,1,1,1,29,0,0,0,2003-05-05 00:36:00,True,False,9,2.1809692502360554e-05
44667,315,2003,5,4,2003-05-04,18:52:00,3,AR,5,24,3,5,0,0.0,0.0,35.0,-92.37,35.18,-91.78,34.9,500,1,1,1,45,85,145,0,2003-05-05 00:52:00,True,False,25,3.2416408652151285e-05
44674,324,2003,5,4,2003-05-04,19:55:00,3,AR,5,25,3,4,0,1.0,0.0,35.12,-91.45,35.32,-90.75,43.0,300,1,1,1,145,147,37,0,2003-05-05 01:55:00,True,False,45,1.6462217773956514e-05
44710,945,2003,5,4,2003-05-04,22:35:00,3,TN,47,16,4,86,11,40.0,0.0,35.52,-89.03,35.65,-88.35,39.0,880,1,1,1,113,77,0,0,2003-05-05 04:35:00,True,False,22,4.2065523011244e-05
44711,948,2003,5,4,2003-05-04,22:43:00,3,TN,47,18,3,0,0,0.12,0.0,35.48,-88.93,35.58,-88.5,21.0,440,1,1,1,113,77,0,0,2003-05-05 04:43:00,True,False,30,4.2065523011244e-05
44714,922,2003,5,4,2003-05-04,23:53:00,3,TN,47,20,3,1,0,0.75,0.0,36.42,-87.35,36.4,-87.2,11.5,1000,1,1,1,125,0,0,0,2003-05-05 05:53:00,True,False,98,9.650677346318029e-05
44728,928,2003,5,5,2003-05-05,10:45:00,3,TN,47,30,3,2,0,0.05,0.0,35.27,-86.58,35.27,-86.57,1.6,700,1,1,1,103,0,0,0,2003-05-05 16:45:00,True,False,44,2.1216251541719638e-05
44795,807,2003,5,6,2003-05-06,19:45:00,3,MO,29,63,3,2,0,12.0,0.0,37.38,-89.67,37.4,-89.63,2.0,50,1,1,1,31,0,0,0,2003-05-07 01:45:00,True,False,24,4.5844288951924986e-05
44798,811,2003,5,6,2003-05-06,20:32:00,3,IL,17,24,4,33,2,16.0,0.0,37.27,-89.03,37.38,-88.48,33.0,1000,1,1,1,153,127,151,0,2003-05-07 02:32:00,True,False,37,1.2909833661550182e-05
44868,1130,2003,5,8,2003-05-08,16:10:00,3,OK,40,42,4,134,0,370.0,0.0,35.33,-97.53,35.47,-97.25,17.3,700,1,1,1,27,109,0,0,2003-05-08 22:10:00,True,False,21,0.0002687718900819515
44877,1008,2003,5,8,2003-05-08,17:40:00,3,KS,20,34,3,0,0,1.5,0.0,38.58,-95.75,38.7,-95.55,25.0,800,1,1,1,139,0,0,0,2003-05-08 23:40:00,True,False,11,9.14581428488936e-06
44878,268,2003,5,8,2003-05-08,17:46:00,3,OK,40,44,3,0,0,0.25,0.0,36.58,-96.72,36.88,-96.13,45.0,880,1,1,1,113,0,0,0,2003-05-08 23:46:00,True,False,40,7.63779489775411e-06
44879,741,2003,5,8,2003-05-08,17:56:00,3,KS,20,35,3,3,0,2.5,0.0,37.8,-95.95,38.0,-95.5,23.0,350,1,1,1,207,1,0,0,2003-05-08 23:56:00,True,False,13,7.029830266788728e-06
44922,1137,2003,5,9,2003-05-09,21:29:00,3,OK,40,51,3,2,0,7.0,0.0,35.55,-97.48,35.63,-97.2,17.8,1320,1,1,1,109,0,0,0,2003-05-10 03:29:00,True,False,45,0.0003597539898408423
44938,1158,2003,5,10,2003-05-10,14:45:00,3,KY,21,29,3,17,0,5.5,0.0,38.62,-83.72,38.57,-83.2,25.0,200,1,1,1,161,135,0,0,2003-05-10 20:45:00,True,False,0,1.649801470729866e-05
44954,213,2003,5,10,2003-05-10,17:37:00,3,MO,29,87,3,0,0,0.0,0.0,39.67,-91.73,39.75,-91.5,12.0,200,1,1,1,173,127,0,0,2003-05-10 23:37:00,True,False,50,1.6145352111271657e-05
44973,884,2003,5,10,2003-05-10,20:45:00,3,IL,17,53,3,32,0,10.0,0.0,40.47,-89.68,40.65,-89.45,17.5,440,1,1,1,179,0,0,0,2003-05-11 02:45:00,True,False,26,7.644115311823057e-05
44979,120,2003,5,11,2003-05-11,00:18:00,3,KY,21,30,3,2,0,0.4,0.0,37.42,-87.27,37.42,-87.23,1.8,80,1,1,1,149,0,0,0,2003-05-11 06:18:00,True,False,10,1.5197918704216336e-05
44982,931,2003,5,11,2003-05-11,02:20:00,3,TN,47,39,3,1,0,2.2,0.0,35.95,-86.98,35.95,-86.95,1.0,300,1,1,1,187,0,0,0,2003-05-11 08:20:00,True,False,14,8.392594914976194e-05
44986,933,2003,5,11,2003-05-11,02:50:00,3,TN,47,43,3,0,0,1.8,0.0,35.95,-86.4,35.97,-86.38,1.0,400,1,1,1,149,0,0,0,2003-05-11 08:50:00,True,False,18,0.0001134703854294188
45233,1176,2003,6,9,2003-06-09,18:30:00,3,NE,31,31,3,0,0,5.7,0.0,42.53,-98.8,42.43,-98.42,23.0,880,1,1,1,89,0,0,0,2003-06-10 00:30:00,True,False,72,1.8487268086950833e-06
45333,495,2003,6,23,2003-06-23,20:43:00,3,NE,31,55,4,0,1,3.7,0.0,42.5,-97.32,42.53,-97.07,13.0,1200,1,1,1,27,0,0,0,2003-06-24 02:43:00,True,False,34,5.014606704435287e-06
45347,1254,2003,6,24,2003-06-24,17:23:00,3,SD,46,19,3,0,0,0.51,0.0,44.0,-98.33,44.08,-98.27,6.0,500,1,1,1,73,111,0,0,2003-06-24 23:23:00,True,False,39,1.7515599584181076e-06
45361,432,2003,6,24,2003-06-24,18:29:00,3,SD,46,30,4,4,0,3.0,0.0,44.28,-97.77,44.42,-97.72,10.0,1000,1,1,1,77,0,0,0,2003-06-25 00:29:00,True,False,11,2.697773292672847e-06
45416,461,2003,6,24,2003-06-24,20:25:00,3,SD,46,72,3,0,0,1.5,0.0,44.37,-98.03,44.4,-98.0,3.5,300,1,1,1,5,0,0,0,2003-06-25 02:25:00,True,False,41,5.221710598944801e-06
